AT,V,AP,RH,PE
25.02,59.92,1009.9,76.27,436.64
12.08,40.75,1015.84,86.9,476.84
11.02,44.58,1016.4,83.57,481.85
17.27,44.9,1007.85,78.8,454.19
17.57,46.21,1014.09,80.81,453.29
31.11,71.8,1010.81,56.08,437.2
26.68,49.02,1008.4,68.01,441.54
28.4,69.34,1009.76,70.4,436.5
9.24,41.4,1018.34,84.91,477.65
13.42,41.23,994.17,95.79,468.82
14.54,39.39,1013.87,76.39,470.23
25.14,60.29,1017.91,53.3,444.5
6.76,39.22,1013.91,77.0,487.08
31.59,43.5,1005.12,43.5,429.96
13.78,38.28,1014.8,81.19,467.43
20.55,68.63,1012.5,67.07,453.47
22.75,58.86,1016.0,67.34,448.32
26.55,60.23,1009.88,79.54,438.95
24.79,59.21,1017.9,53.83,446.04
20.77,60.1,1011.11,81.09,450.32
24.38,47.01,1015.17,68.96,454.85
13.39,49.83,1007.14,90.88,466.04
23.76,51.19,1009.69,70.87,442.9
26.68,63.73,1009.7,71.55,439.69
9.56,44.71,1021.13,64.6,487.92
21.24,41.67,1012.6,49.27,459.81
14.54,42.99,1009.27,90.88,468.93
23.14,63.94,1017.49,53.19,446.57
31.67,69.68,1012.38,46.52,439.72
29.03,43.21,1011.83,65.23,434.11
27.7,72.24,1011.02,67.6,434.56
37.11,68.94,1006.23,31.15,429.25
11.55,42.34,1020.78,94.56,469.13
7.24,41.17,1020.35,80.56,486.76
9.02,38.08,1019.02,69.98,478.32
12.04,41.58,1018.02,88.91,464.45
5.89,39.48,1005.11,59.83,484.91
10.33,40.62,1017.41,64.22,473.16
10.94,39.04,1021.81,86.02,479.2
23.38,65.06,1014.12,59.36,443.8
20.4,54.9,1016.68,64.26,452.56
29.66,59.22,1013.25,61.2,441.58
22.99,56.57,1013.93,78.77,445.44
14.46,44.78,1007.64,67.03,459.31
9.68,38.16,1015.54,79.67,475.51
23.69,58.05,1012.08,74.26,444.46
12.5,41.38,1021.87,57.59,474.4
25.24,63.47,1011.3,66.21,442.75
16.21,50.9,1012.46,84.45,462.68
23.08,48.41,1008.44,82.35,443.5
11.91,44.45,1021.39,84.49,466.52
14.39,44.21,1019.77,85.7,465.03
14.37,40.56,1021.67,68.18,470.19
23.18,72.99,1009.01,90.09,439.12
13.33,38.47,1015.42,58.27,466.26
17.51,58.86,1016.78,83.63,453.2
26.85,75.6,1017.43,74.55,433.48
28.08,73.17,1011.19,73.1,430.8
31.17,70.98,1007.19,67.34,431.01
18.3,44.06,1017.95,63.24,456.32
19.21,60.07,1014.94,70.02,452.84
28.8,70.02,1010.76,49.61,435.45
12.31,44.78,1011.15,77.34,468.29
23.86,52.84,1006.56,48.94,444.66
16.61,25.88,1009.34,65.47,460.97
21.08,46.93,1014.49,63.33,453.87
11.02,38.28,1013.51,95.66,472.11
12.78,41.04,1025.16,85.14,461.61
13.88,39.39,1014.08,80.48,471.39
14.1,39.16,1008.19,74.05,464.07
24.56,51.86,1014.43,68.85,447.57
30.65,65.18,1012.51,42.32,436.79
7.24,38.06,1020.6,85.36,481.83
28.34,73.68,1015.05,76.73,432.0
14.04,39.64,1011.09,87.22,472.31
15.67,45.17,1018.73,94.74,462.09
28.61,72.29,1011.61,45.33,446.77
30.24,73.9,1006.74,56.39,441.31
16.48,68.28,1004.27,99.89,449.7
19.79,60.1,1010.47,84.04,452.41
32.33,69.89,1014.18,50.93,427.29
24.54,57.85,1013.02,65.61,444.93
30.29,71.58,1010.01,54.03,434.27
32.37,67.83,1008.32,57.39,426.76
28.37,69.13,1010.44,71.93,425.29
26.32,69.71,1009.39,67.05,441.25
19.32,52.84,1004.29,83.51,450.88
13.18,40.83,1007.67,95.44,472.36
16.57,53.82,1015.17,63.69,462.52
23.05,68.67,1006.69,76.43,447.34
19.65,42.23,1013.04,75.9,461.16
21.99,51.19,1009.19,82.58,446.93
24.66,66.49,1010.83,70.06,438.01
25.54,48.41,1010.51,55.34,437.58
30.8,73.56,1007.39,75.78,432.43
30.96,71.77,1006.26,52.76,425.66
14.97,42.28,1007.31,79.25,466.62
16.82,47.45,1010.19,88.48,449.57
14.0,43.34,1016.37,85.51,463.99
13.7,44.47,1027.51,70.77,468.79
15.86,43.5,1021.22,75.38,459.42
15.45,46.63,1012.6,85.47,464.37
29.01,64.79,1017.62,44.31,442.12
10.7,44.77,1017.8,82.37,484.94
30.73,69.89,1015.0,58.9,426.79
24.82,72.99,1007.81,84.72,435.68
26.85,69.84,1002.84,81.31,426.58
9.38,40.46,1019.29,75.77,474.1
26.72,74.87,1010.18,70.74,441.93
15.34,43.5,1021.18,79.44,459.77
16.01,43.69,1017.12,62.43,465.89
27.12,70.32,1009.94,52.67,429.08
20.65,48.41,1008.38,91.02,447.35
27.4,69.13,1001.4,82.47,426.18
12.32,41.62,1012.16,88.37,455.71
22.17,65.61,1014.71,70.91,449.91
25.04,70.47,1006.82,84.75,433.1
12.54,40.8,1024.56,68.97,479.65
18.07,44.92,1024.72,69.15,457.53
18.5,51.43,1010.82,92.04,459.42
7.54,37.7,1014.58,78.43,481.56
29.75,73.5,1011.13,67.31,433.63
26.16,63.76,1010.03,68.77,437.24
26.26,63.73,1010.45,70.61,442.18
15.34,71.14,1019.79,77.56,457.1
24.13,48.98,1014.74,40.13,460.38
15.03,43.71,1025.07,83.25,463.12
30.05,73.68,1014.95,70.6,434.92
29.13,47.93,1002.5,49.1,435.61
18.91,56.9,1006.98,84.07,448.24
17.89,40.12,1011.99,76.52,451.79
22.05,48.14,1015.81,69.94,447.37
19.09,39.39,1013.36,59.14,466.13
25.59,62.39,1006.37,74.06,435.84
28.8,73.4,1011.34,54.01,439.65
26.98,43.77,1010.95,40.8,446.05
17.28,44.06,1018.15,66.93,462.05
12.71,43.8,1023.15,71.16,466.2
26.03,69.68,1011.61,60.75,449.54
22.5,70.94,1008.04,82.39,442.4
8.04,40.64,1020.64,89.26,477.78
23.27,67.9,1006.17,71.01,447.25
19.4,39.53,1007.96,63.38,457.17
13.5,44.92,1023.87,87.17,468.85
17.32,41.67,1013.23,68.07,462.74
24.57,66.54,1004.44,83.15,432.41
9.0,43.13,1020.25,81.32,481.09
21.43,59.14,1015.91,64.4,448.51
9.55,39.66,1018.8,74.88,480.74
31.7,69.13,1000.29,46.27,427.95
28.11,70.98,1007.76,85.6,431.83
18.16,39.99,1008.13,68.5,461.16
25.25,62.91,1012.51,62.64,443.14
17.78,52.08,1006.9,100.09,453.31
15.63,43.02,1012.57,40.32,466.69
18.87,43.43,1009.16,69.5,454.58
14.79,46.48,1007.46,92.4,462.55
16.43,41.79,1005.47,76.89,455.85
21.9,55.5,1018.85,60.27,456.52
20.27,63.56,1014.24,86.55,446.93
26.18,68.08,1012.92,55.7,436.51
24.03,58.46,1015.71,70.15,442.03
5.49,38.5,1012.18,79.33,490.84
7.94,40.6,1015.3,92.14,486.33
26.82,66.51,1016.32,55.76,439.48
11.01,42.02,995.24,98.62,473.96
11.0,40.23,1019.08,86.5,475.9
33.61,69.88,1007.4,42.51,435.99
32.38,77.24,1007.7,61.15,430.96
25.32,63.77,1014.55,74.69,441.5
17.62,43.52,1021.01,71.52,457.45
25.35,72.99,1007.65,84.09,436.29
10.47,43.14,1010.35,86.86,476.55
10.25,41.46,1020.65,87.07,481.94
9.44,43.99,1020.31,98.06,475.01
8.07,43.41,1016.02,76.26,467.56
13.52,42.34,1017.97,95.34,463.71
29.07,72.51,1009.24,58.38,439.8
21.83,62.91,1011.07,91.34,443.76
22.7,64.05,1012.65,89.69,448.76
3.85,35.47,1016.78,85.31,489.78
25.42,66.05,1016.74,68.92,442.6
14.68,58.2,1018.5,83.3,458.51
9.33,39.96,1024.55,98.58,473.78
27.58,71.97,1008.51,87.99,430.53
14.93,42.44,1012.65,86.8,471.24
11.23,41.17,1019.36,56.85,475.85
25.44,66.54,1011.9,56.76,437.99
9.43,41.4,1028.42,84.92,479.28
13.53,40.71,1023.83,61.59,474.7
9.68,40.77,1022.04,85.23,473.73
35.56,68.94,1006.56,38.75,429.69
6.72,39.85,1011.84,84.66,489.09
25.42,75.6,1017.39,77.63,438.24
25.54,61.08,1013.14,71.15,447.06
17.42,44.06,1016.63,82.15,456.57
17.77,52.9,1020.11,81.51,457.98
28.32,68.12,1011.62,46.75,433.59
30.9,73.68,1014.95,40.9,430.29
23.19,60.75,1008.33,82.0,439.43
30.17,75.08,1005.17,55.89,438.89
26.48,66.54,1011.61,51.9,438.87
11.68,40.55,1022.21,85.76,475.13
25.01,66.56,1004.55,82.46,434.74
31.01,67.83,1007.95,43.57,429.46
29.05,69.71,1009.03,64.25,434.05
27.1,79.74,1005.43,86.05,431.51
19.61,56.53,1019.69,77.13,454.22
7.09,39.37,1020.07,73.26,487.0
25.68,67.79,1010.66,69.51,449.04
24.29,62.91,1013.04,65.85,442.18
14.66,41.92,1030.81,68.88,464.57
25.45,75.23,1011.41,73.33,441.65
21.65,56.89,1013.13,66.07,445.93
13.26,41.74,1021.89,63.32,473.44
23.47,65.61,1014.57,69.83,447.16
22.97,63.94,1010.5,88.47,440.81
20.6,60.08,1017.84,75.92,454.39
32.14,75.08,1005.35,49.92,439.22
17.54,58.49,1012.35,91.56,453.02
10.87,38.38,1020.85,69.78,477.03
27.17,63.09,1015.59,68.33,443.66
7.6,41.04,1021.82,88.97,475.32
22.28,58.12,1014.54,83.27,448.97
28.78,60.07,1014.54,49.03,439.74
27.16,47.43,1009.17,45.79,442.85
20.59,59.8,1015.27,77.94,453.83
29.23,69.59,1009.0,71.41,437.95
26.37,54.5,1014.48,66.31,451.78
7.51,41.01,1024.61,97.41,477.61
16.37,52.9,1015.14,73.11,461.15
18.66,56.53,1020.13,80.04,459.45
23.22,63.07,1012.91,77.59,446.62
14.04,48.79,1017.62,75.25,464.09
15.98,41.48,1017.0,55.73,456.31
20.61,44.63,1008.54,77.54,456.68
9.03,40.71,1025.98,81.94,484.97
18.68,52.84,1004.65,88.27,450.19
20.69,50.78,1008.71,91.95,447.58
15.78,43.99,1022.19,83.7,461.07
25.34,70.47,1006.46,83.94,433.34
7.97,38.5,1013.84,72.36,487.19
6.92,39.61,1018.64,82.27,483.83
11.34,43.67,1011.54,87.95,472.77
31.15,67.45,1014.85,42.11,431.97
23.93,68.28,1005.16,69.91,444.95
12.59,41.14,1025.79,86.55,465.74
27.13,59.54,1004.33,73.27,438.32
23.03,44.89,1010.26,59.85,447.81
17.34,47.03,1013.36,98.13,463.89
7.55,39.22,1014.53,77.76,482.19
20.33,57.76,1016.47,75.35,450.25
26.92,63.73,1010.29,68.6,440.35
7.91,38.56,1016.48,68.94,485.95
25.99,49.82,1015.95,58.56,452.09
25.26,74.33,1014.79,79.56,433.49
31.4,70.32,1011.62,65.01,433.42
10.16,41.79,1021.35,52.4,472.75
5.24,38.68,1018.03,78.65,486.67
15.86,49.69,1015.59,87.26,462.84
5.37,40.07,1012.75,63.58,494.21
8.75,36.3,1015.61,57.53,480.4
21.36,68.28,1007.6,72.37,445.91
24.12,58.66,1011.55,58.96,450.69
28.61,69.84,1004.24,67.74,429.91
17.3,47.45,1010.29,87.13,448.79
16.69,53.82,1015.39,63.62,458.96
26.04,74.67,1016.68,81.2,433.55
27.44,65.59,1010.76,68.67,441.08
9.04,40.11,1023.3,76.32,473.57
7.91,37.8,1020.59,61.0,483.49
26.23,59.87,1012.93,66.62,447.16
22.08,69.94,1008.41,72.86,441.57
14.07,42.86,1032.16,71.53,467.47
8.63,43.79,1016.08,83.25,483.91
25.31,49.82,1014.62,62.15,453.05
10.06,39.61,1020.69,69.49,478.35
12.74,44.03,1007.62,97.64,463.96
23.04,63.86,1019.83,59.78,446.22
22.59,66.54,1005.11,92.62,436.69
22.49,58.71,1009.75,76.43,443.33
18.37,58.96,1015.5,67.79,460.25
30.4,71.97,1008.42,76.28,430.23
24.32,71.14,1011.71,71.65,435.34
10.61,41.58,1021.08,93.06,465.15
21.49,56.9,1007.47,66.66,452.46
10.77,41.46,1021.42,87.18,479.22
25.45,67.83,1009.47,57.97,429.95
23.96,47.43,1008.38,63.55,446.86
18.75,41.1,1001.97,59.6,458.31
31.53,74.99,1003.93,58.29,432.34
27.6,69.34,1009.63,71.58,440.6
5.74,40.62,1016.31,84.91,481.15
25.82,66.49,1013.2,60.32,434.35
9.43,41.4,1028.03,84.98,474.16
10.34,37.5,1010.35,95.56,474.08
19.49,46.63,1013.11,88.01,451.31
9.82,39.64,1010.79,69.22,477.93
10.46,41.26,1020.65,92.24,473.76
14.02,41.78,1011.26,48.62,465.87
23.71,68.63,1014.54,46.04,449.41
17.45,50.9,1012.16,83.8,458.67
16.74,41.16,1006.87,74.24,463.0
13.76,45.87,1008.89,87.27,463.5
24.08,49.3,1003.23,70.42,443.46
25.55,71.64,1009.09,79.35,439.37
4.62,38.44,1016.09,73.14,486.84
9.12,41.49,1020.58,96.23,475.69
14.05,39.59,1011.2,94.54,464.63
11.62,43.48,1016.66,76.32,468.37
21.85,58.33,1013.03,66.39,447.31
29.31,68.67,1006.18,63.38,435.57
11.63,41.5,1013.6,87.11,477.3
10.87,37.5,1011.43,95.56,474.07
20.01,68.63,1012.34,69.49,454.5
13.11,42.99,1007.6,97.0,472.84
23.97,64.33,1010.54,84.65,443.87
3.99,39.64,1011.53,83.58,492.06
18.97,50.59,1016.01,74.9,459.68
16.25,58.16,1018.34,78.59,458.31
23.47,51.3,1011.89,74.1,448.65
29.05,75.6,1017.63,51.16,439.14
10.89,44.2,1018.3,86.32,479.16
25.63,58.86,1014.86,52.75,443.84
26.85,57.19,1007.9,60.04,438.01
30.78,73.67,1005.97,58.7,427.15
20.36,60.1,1011.21,84.79,454.25
7.65,36.3,1016.5,65.51,482.56
7.89,39.37,1016.28,84.66,483.82
11.72,41.54,1020.04,66.84,476.12
32.29,64.96,1002.13,42.61,430.58
33.24,74.34,1002.58,45.05,435.5
30.06,69.14,1007.5,72.48,436.89
28.56,74.22,1007.45,69.6,434.54
27.44,66.56,1005.51,69.28,428.0
20.19,66.86,1012.97,64.7,454.84
21.53,52.84,1005.06,88.22,444.04
14.86,43.14,1019.21,99.14,461.14
20.98,42.23,1013.12,67.37,461.9
24.33,46.93,1013.61,53.02,450.04
27.14,63.13,1013.38,75.68,438.82
5.62,41.31,1001.37,89.16,485.6
19.24,56.89,1014.29,72.97,452.64
18.36,56.65,1020.29,82.0,456.49
14.04,40.83,1008.98,82.04,469.75
16.7,50.88,1015.11,97.25,456.18
23.39,69.13,1010.99,90.66,434.5
27.77,63.87,1017.97,38.77,444.06
32.41,58.9,1003.26,45.33,439.11
19.98,60.77,1017.72,90.71,448.46
12.84,39.54,1011.47,89.86,468.22
8.9,36.24,1013.29,89.35,479.03
7.39,39.81,1019.45,85.02,482.99
19.5,65.12,1015.53,73.87,453.99
25.98,73.18,1012.28,85.78,439.73
25.97,69.34,1009.43,88.11,435.02
21.87,66.86,1013.01,57.39,453.62
27.76,69.4,1004.27,72.25,430.68
20.76,44.58,1017.09,57.47,462.01
14.13,40.75,1016.05,72.41,471.44
26.18,69.14,1006.54,85.95,436.0
16.3,39.63,1004.64,85.61,464.11
14.14,39.82,1012.46,81.15,472.52
11.94,40.66,1016.61,96.11,467.99
16.61,50.9,1013.18,85.26,460.35
7.29,40.96,1023.01,90.78,488.65
31.92,69.13,1000.77,58.91,425.19
18.59,65.06,1015.75,80.72,450.4
9.82,39.96,1024.72,97.69,471.96
32.51,71.22,1005.62,47.6,433.76
13.72,45.09,1012.95,87.41,466.24
18.4,43.69,1016.59,52.44,462.05
31.33,58.9,1003.77,52.34,439.54
10.99,44.63,1020.67,90.09,473.29
10.52,42.18,1014.9,95.67,469.03
25.38,63.87,1018.7,52.48,442.13
23.78,60.27,1018.02,78.06,441.56
18.34,62.1,1020.52,78.6,453.01
18.87,62.96,1020.55,82.87,455.22
25.54,60.37,1006.49,71.54,436.14
23.54,41.1,1002.05,38.05,448.56
10.03,43.72,1011.46,96.89,473.26
28.4,59.27,1012.03,59.75,441.64
12.41,41.16,1017.45,93.64,464.08
15.56,41.1,1003.55,76.92,464.42
13.48,40.35,1011.71,69.44,474.72
16.69,40.56,1019.92,51.43,469.9
15.19,42.03,1017.38,71.66,462.64
19.7,54.42,1011.83,89.86,450.48
5.57,42.85,1013.55,92.14,488.85
6.93,40.67,1020.17,71.16,494.61
29.65,72.86,1004.26,69.63,434.67
8.42,42.28,1008.4,87.78,481.91
18.06,65.48,1018.79,77.95,454.34
12.3,40.69,1015.74,82.58,474.46
24.32,65.48,1017.55,59.02,443.31
14.08,39.31,1011.67,72.0,464.16
31.58,66.54,1003.26,54.0,429.73
29.04,62.26,1010.63,56.6,433.97
25.92,50.16,1003.95,71.3,440.98
13.48,41.44,1015.64,71.46,471.39
20.61,62.91,1013.24,79.54,446.53
11.62,39.72,1018.4,68.06,471.56
14.48,39.0,1016.75,75.97,464.56
18.14,49.78,1002.95,100.09,451.44
16.58,44.68,1021.5,83.38,458.87
24.37,70.02,1010.97,71.97,443.53
28.57,62.26,1010.75,62.12,437.41
26.65,66.48,1005.7,65.09,436.65
27.67,71.64,1004.41,78.14,433.29
16.45,44.68,1018.6,85.14,462.66
10.11,39.72,1019.1,69.68,476.8
15.63,40.56,1018.68,59.44,472.15
26.49,78.92,1010.82,83.42,434.91
25.07,60.27,1018.13,70.33,439.52
13.2,41.78,1010.49,64.96,468.58
15.61,38.52,1018.4,80.99,439.21
27.51,63.73,1009.97,66.14,440.81
23.84,49.21,1013.35,45.4,446.54
24.03,45.87,1007.55,52.48,445.84
29.86,69.34,1009.61,61.27,438.5
25.76,73.5,1011.44,81.36,437.0
18.0,43.7,1015.4,61.28,464.26
21.04,47.43,1007.15,64.82,450.27
21.3,59.39,1013.83,84.53,444.21
22.57,63.94,1013.49,81.61,443.58
8.14,36.24,1013.15,87.85,480.25
31.26,68.94,1005.94,39.49,438.03
6.49,39.33,1010.85,91.85,489.22
25.56,69.13,1002.46,68.26,434.48
28.54,58.33,1013.9,49.4,439.28
6.91,39.37,1019.58,71.02,488.2
24.94,63.94,1012.72,73.71,438.55
10.12,41.55,1005.78,62.34,475.46
13.47,41.14,1026.09,82.96,463.67
9.62,41.01,1019.43,97.99,467.34
24.58,56.9,1007.08,68.24,437.16
21.38,65.12,1015.73,68.02,448.5
19.15,57.76,1019.62,74.89,458.66
27.92,63.07,1010.75,45.26,442.87
31.0,71.77,1006.29,48.56,431.07
20.28,48.78,1017.4,82.51,451.59
28.98,62.66,1009.1,52.62,438.45
31.28,75.08,1005.39,49.53,438.63
21.84,59.07,1008.84,96.5,448.61
20.71,49.69,1010.26,69.97,455.69
9.83,41.17,1019.34,72.29,478.21
10.23,41.46,1020.45,84.95,480.87
27.71,66.93,1016.85,58.77,447.06
26.93,62.44,1011.02,70.05,435.11
25.57,65.46,1014.81,38.58,444.46
13.56,40.8,1024.8,63.6,475.89
29.51,75.6,1017.92,50.61,431.18
18.22,39.63,1005.11,79.0,465.78
27.67,69.59,1009.13,82.15,437.29
21.93,62.91,1013.45,74.62,449.17
16.26,44.89,1010.48,86.57,456.86
4.93,35.19,1018.04,92.94,486.39
25.77,71.37,1008.88,78.96,433.45
18.23,60.95,1016.74,78.85,455.53
13.45,41.49,1020.19,88.72,467.3
19.79,51.19,1008.77,94.72,447.96
25.41,65.12,1016.01,53.39,442.86
18.77,49.39,1021.06,82.95,454.53
13.42,42.86,1013.88,85.13,473.27
21.0,66.86,1013.06,59.7,451.89
23.64,58.49,1011.4,74.2,445.75
30.83,71.58,1009.92,48.8,432.11
15.93,40.89,1011.57,74.55,468.8
13.77,42.86,1012.86,88.83,471.94
19.51,44.05,1008.52,78.38,451.7
18.19,43.96,1011.87,79.68,464.58
28.13,61.25,1013.12,62.57,436.61
29.75,70.32,1007.35,55.8,427.2
10.42,43.79,1016.22,90.75,474.79
15.92,40.56,1020.79,53.52,470.22
15.33,36.71,1013.99,73.89,468.36
27.22,69.04,1008.89,70.62,440.85
25.3,71.29,1007.86,62.98,437.17
10.99,43.5,1021.1,93.64,469.34
21.36,58.95,1018.35,78.87,443.93
25.27,67.07,1006.34,66.35,445.81
19.58,52.9,1017.46,64.64,458.28
23.95,58.46,1017.5,68.46,440.75
11.06,36.71,1021.67,80.44,473.85
31.99,53.53,1004.98,53.53,432.43
10.41,44.68,1023.53,91.38,474.7
11.79,45.09,1013.16,89.17,469.49
17.47,43.77,1012.25,76.78,456.41
21.37,65.94,1010.73,75.09,444.74
27.36,66.54,1011.31,45.3,436.69
5.62,41.38,1020.91,86.21,490.83
22.01,58.46,1016.26,75.99,443.75
23.05,48.98,1015.64,49.33,446.05
13.67,38.53,1009.3,81.85,470.39
29.52,64.79,1017.53,44.83,439.6
23.97,68.67,1006.63,76.83,441.53
25.76,71.06,1007.93,90.4,433.75
24.74,69.13,1010.69,90.08,431.24
27.49,63.76,1010.09,62.8,436.73
15.25,41.17,1016.0,62.05,468.76
18.6,56.85,1012.34,80.24,450.26
14.19,49.83,1006.52,90.72,462.86
24.27,60.23,1011.84,77.8,438.99
31.9,69.4,1003.4,57.76,436.04
17.92,44.2,1018.97,53.8,455.37
25.9,47.45,1007.8,55.96,443.13
26.76,48.41,1010.53,47.38,440.63
31.35,70.8,1010.11,66.37,432.19
15.52,42.86,1015.09,83.48,467.12
25.16,68.08,1010.89,70.16,435.78
14.6,39.31,1011.11,72.52,464.16
15.77,39.82,1013.01,79.1,468.78
14.32,45.08,1023.24,84.53,467.21
31.07,64.96,1005.2,58.93,428.63
21.87,49.39,1019.99,67.05,451.97
24.92,73.68,1015.12,93.68,438.23
24.88,52.36,1014.45,68.39,452.31
19.35,39.72,1002.5,51.24,455.29
17.83,66.86,1011.65,77.31,456.56
22.64,70.98,1005.71,95.65,441.99
18.89,43.56,1012.79,38.63,463.91
21.99,71.85,1009.5,74.77,441.1
18.23,45.01,1012.24,73.86,454.06
19.4,49.69,1012.89,75.53,455.6
26.97,71.58,1010.13,75.16,433.88
25.63,72.99,1008.2,86.8,436.64
28.25,66.54,1011.02,43.77,439.67
31.39,69.59,1008.28,62.86,435.76
14.76,49.64,1026.31,75.67,461.16
13.08,39.28,1012.41,77.98,474.13
31.15,66.25,1008.89,61.08,437.55
21.93,60.84,1017.8,82.61,443.89
29.94,65.74,1012.4,46.94,440.54
21.92,58.79,1010.09,89.7,446.71
19.32,52.9,1016.86,68.2,457.66
26.33,64.45,1013.12,43.31,450.67
27.28,47.93,1003.46,59.22,438.0
6.28,41.06,1020.96,90.91,489.79
29.01,68.08,1010.74,52.51,427.91
15.09,43.13,1015.71,54.36,466.87
15.25,39.16,1016.18,79.39,471.05
18.34,44.63,1000.76,89.27,455.22
26.08,48.6,1003.61,57.8,438.61
22.98,58.46,1016.06,72.69,445.05
27.89,70.94,1007.54,49.18,435.21
33.38,71.06,1008.1,64.83,430.98
27.17,67.17,1006.76,81.59,431.73
20.19,62.26,1011.37,89.69,443.58
21.75,49.82,1015.01,78.33,455.28
16.7,46.18,1012.6,96.15,455.93
21.75,58.79,1012.42,87.58,447.58
9.37,38.56,1016.84,62.07,482.77
13.98,41.79,1010.6,83.84,457.12
24.57,49.5,1014.22,56.31,455.72
24.66,72.24,1011.35,77.45,434.33
21.45,45.09,1013.83,52.26,453.15
24.78,50.78,1008.81,62.97,443.98
24.8,66.51,1016.74,65.72,441.34
24.76,63.07,1012.73,70.39,443.04
21.54,66.54,1004.99,92.87,440.8
10.15,41.46,1019.78,83.56,481.31
14.42,48.92,1011.76,76.03,461.14
15.33,42.28,1008.19,66.15,465.2
21.11,69.94,1004.37,84.26,439.91
8.62,39.54,1011.64,82.86,483.03
25.75,60.95,1014.75,53.3,443.73
14.74,42.77,1017.71,76.59,463.61
10.77,41.44,1016.72,75.27,479.19
23.66,61.86,1013.33,83.09,444.27
24.69,59.92,1010.12,80.58,436.33
27.23,63.9,1014.3,47.19,443.61
29.72,68.24,1009.92,66.42,426.54
15.42,40.56,1021.23,59.37,469.33
30.93,61.5,1009.81,41.46,437.35
27.49,71.94,1008.25,68.29,428.27
19.65,51.3,1014.81,90.23,452.5
29.45,69.13,1009.3,52.97,432.04
28.34,63.77,1013.7,61.13,439.75
29.53,71.14,1011.39,53.41,431.97
22.89,80.25,1006.38,80.25,446.15
29.77,69.98,1013.32,69.6,430.65
15.48,53.82,1016.1,64.77,462.69
33.3,68.14,1003.02,53.43,426.88
9.65,44.68,1022.9,98.08,476.71
32.1,69.98,1013.31,55.84,431.09
11.77,40.0,1021.08,85.08,475.49
23.28,48.92,1010.23,41.55,449.27
21.09,46.63,1013.03,74.8,453.34
23.57,61.47,1009.27,84.17,435.82
22.61,60.27,1018.81,83.27,440.98
19.47,43.43,1011.66,69.93,451.38
24.2,63.21,1012.25,79.86,449.03
22.3,67.25,1017.33,75.85,453.27
17.18,46.0,1002.74,100.1,454.02
23.29,62.91,1013.35,68.25,444.61
21.97,58.12,1015.29,77.47,449.6
5.47,40.62,1018.66,83.61,481.56
28.32,66.54,1010.28,45.6,436.42
29.91,76.86,998.59,72.41,432.6
9.28,40.22,1009.23,88.43,480.73
24.91,64.45,1013.02,42.34,450.84
7.23,41.22,1015.23,98.04,483.31
4.96,40.07,1011.8,67.38,494.75
30.51,70.94,1007.64,59.42,430.91
24.27,68.28,1005.43,67.63,445.23
30.92,80.18,1010.11,72.47,432.35
17.12,49.5,1014.79,87.03,463.39
10.16,39.3,1019.71,81.21,480.74
20.1,57.17,1011.96,87.68,452.67
6.39,35.57,1025.53,77.23,487.69
17.48,43.14,1018.68,74.85,459.59
33.6,77.17,1009.01,47.53,430.32
29.63,69.71,1009.04,67.26,435.27
16.38,55.5,1019.8,82.44,464.58
13.85,48.06,1011.13,75.2,462.39
24.6,71.73,1010.08,78.77,436.28
29.3,68.08,1011.23,56.23,434.11
25.15,73.67,1007.42,85.48,435.9
14.02,42.86,1030.86,68.36,467.29
10.12,43.72,1011.33,97.62,473.05
14.1,41.16,1021.26,73.87,460.01
23.1,59.43,1007.36,85.96,440.64
18.63,48.92,1011.37,71.72,450.29
29.0,77.54,1011.33,75.13,431.37
14.26,44.2,1019.81,76.46,462.87
17.77,56.53,1019.57,79.89,457.94
19.04,43.43,1009.25,68.74,453.32
17.08,38.58,1015.41,73.42,461.49
5.89,40.07,1018.99,63.13,493.9
19.8,52.9,1017.75,66.67,456.64
13.83,39.64,1012.52,69.97,472.95
24.26,69.51,1013.43,53.23,442.56
9.95,43.56,1014.85,82.62,477.88
10.66,37.5,1009.42,95.86,472.86
31.13,64.05,1011.51,61.27,439.24
4.0,39.9,1009.64,97.16,490.79
33.79,69.05,1001.62,40.13,435.1
29.09,47.93,1003.05,48.13,438.97
20.8,69.45,1013.7,82.48,443.77
11.92,40.62,1015.91,55.4,464.9
30.9,69.4,1003.53,66.69,425.3
26.69,79.74,1008.29,73.79,431.41
20.6,66.86,1013.08,62.48,451.44
18.32,42.28,1007.86,45.62,460.27
26.31,72.39,1001.16,88.43,434.53
28.84,73.03,1013.99,76.05,435.75
6.4,39.9,1007.75,86.55,486.03
13.18,43.72,1010.59,99.09,464.7
29.42,79.74,1007.24,61.26,437.61
17.79,44.9,1020.5,69.72,457.72
14.48,44.06,1018.73,75.88,467.46
18.59,41.1,1001.93,58.16,459.72
29.45,64.96,1005.52,59.92,433.04
15.92,41.79,1006.24,79.42,458.68
13.75,40.66,1016.41,93.31,461.81
18.77,50.66,1014.89,87.34,457.07
12.88,44.34,1016.03,88.51,474.94
10.02,39.66,1016.34,79.98,480.05
16.16,52.05,1013.19,75.37,463.09
12.34,40.1,1015.77,92.26,470.92
22.85,60.29,1017.29,61.92,448.58
15.35,35.4,1016.3,57.12,468.94
15.3,43.67,1011.75,95.31,468.14
13.54,40.69,1015.85,77.55,471.05
25.44,69.59,1008.22,80.73,433.97
